"id","PY","TI","AB","AU","CT","url","KW"
"2844b8eadb774b508b56492e3e4df14d",2010,"Easing Gently into OpenSRF, Part 1","The Open Service Request Framework (or OpenSRF, pronounced ""open surf"") is an inter-application message passing architecture built on XMPP (aka ""jabber""). The Evergreen open source library system is built on an OpenSRF architecture to support loosely coupled individual components communicating over an OpenSRF messaging bus. This article introduces OpenSRF, demonstrates how to build OpenSRF services through simple code examples, explains the technical foundations on which OpenSRF is built, and evaluates OpenSRF's value in the context of Evergreen. Part 1 of a 2 part article in this issue.","Scott,Dan","Code4Lib","http://journal.code4lib.org/articles/3284","OpenSRF;XMPP;jabber;Evergreen"
"292b90f5c97146aba6a466635dccefde",2011,"How to Provide Live Library Information via SMS Using Twilio","Paul Smith’s College provides library hours and workstation availability using SMS Text Messages. The service was implemented using an easy and affordable web-based API for SMS sending and receiving, from twilio.com. A new class of ‘cloud-based‘ SMS vendors make simple SMS-based services efficient and cost-effective to implement, and have many possible applications in the library environment. A simple PHP example is provided which supplies workstation availability over SMS based on a database of computer availability from a previous Code4Lib Journal Article.","Beccaria,Mike","Code4Lib","http://journal.code4lib.org/articles/5542","API;Paul Smith;SMS;Twilio;PHP"
"297f9b7db7ce4d12946c595ecb34dd40",2017,"Python, Google Sheets, and the Thesaurus for Graphic Materials for Efficient Metadata Project Workflows","In 2017, the University of Virginia (U.Va.) will launch a two year initiative to celebrate the bicentennial anniversary of the University’s founding in 1819.The U.Va. Library is participating in this event by digitizing some 20,000 photographs and negatives that document student life on the U.Va. grounds in the 1960s and 1970s.Metadata librarians and archivists are well-versed in the challenges associated with generating digital content and accompanying description within the context of limited resources.This paper describes how technology and new approaches to metadata design have enabled the University of Virginia’s Metadata Analysis and Design Department to rapidly and successfully generate accurate description for these digital objects. Python’s pandas module improves efficiency by cleaning and repurposing data recorded at digitization, while the lxml module builds MODS XML programmatically from CSV tables. A simplified technique for subject heading selection and assignment in Google Sheets provides a collaborative environment for streamlined metadata creation and data quality control.","Bartczak,Jeremy;Glendon,Ivey","Code4Lib","http://journal.code4lib.org/articles/12182","Virginia;metadata design;MODS;XML;CSV;subject heading;metadata;data quality"
"299a0e38a15047129de6e653a66da03d",2009,"Using Book Data Providers to Improve Services to Patrons","At Paul Smith's College, I recently implemented a ""New Books"" display using open APIs and an image scroller. In this article I'll give a brief overview of Google Book Search, OpenLibrary and Worldcat, explain how I created this New Books Widget using book cover data, and provide readers with some practical and simple code to show how to collect this data. This article will be of interest to anyone who wants to read about a brief overview of current state of free book data service providers. Additionally, beginner programmers will likely find the examples at the end of the article helpful when getting started with projects of their own.","Beccaria,Mike","Code4Lib","http://journal.code4lib.org/articles/1009","API;Paul Smith;New Books;image scroller;book data service providers"
"2a1797171b2e4043930b157346d6aad9",2017,"Editorial: The Economics of Not Being an Organization","Our successes have caught up with us. Now we get to choose the next step in our evolution.","Bean,Carol","Code4Lib","http://journal.code4lib.org/articles/13074","editorial"
"2aa5c8867c5547ab8e595931b5878db9",2013,"Editorial Introduction: A Peer Network","Code4Lib, and the Code4Lib Journal, considered as a peer network.","Darby,Andrew","Code4Lib","http://journal.code4lib.org/articles/8087","editorial"
"2afca622351849e5814d913e5942b4c4",2015,"Topic Space: Rapid Prototyping a Mobile Augmented Reality Recommendation App","With funding from an Institute of Museum and Library Services (IMLS) Sparks! Ignition Grant, researchers from the University of Illinois Library designed and tested a mobile recommender app with augmented reality features. By embedding open source optical character recognition software into a “Topic Space” module, the augmented reality app can recognize call numbers on a book in the library and suggest relevant items that are not shelved nearby. Topic Space can also show users items that are normally shelved in the starting location but that are currently checked out. Using formative UX methods, grant staff shaped app interface and functionality through early user testing. This paper reports results of UX testing; a redesigned mobile interface, and provides considerations on the future development of personalized recommendation functionality.","Hahn,Jim;Ryckman,Ben;Lux,Maria","Code4Lib","http://journal.code4lib.org/articles/10881","IMLS;recommender;mobile app;topic space;UX;interface"
"2be4483f9eb54f8cbf51ac3833c2542b",2019,"Creating a Low-cost, DIY Multimedia Studio in the Library","This case study will explain steps in creating a multimedia studio inside a health sciences library with existing software and a minimal budget. From ideation to creation to assessment, the process will be outlined in development phases and include examples of documentation, user feedback, lessons learned, and future considerations. We’ll explore multimedia software like One Button Studio, GameCapture, Kaltura, Adobe Creative Cloud, Garage Band, and others and compare their effectiveness when working on audio and visual projects in the library.","Elias Hull and Brandon Patterson,Bryan","Code4Lib","https://journal.code4lib.org/articles/14435","case study;health;multimedia;comparison"
"2c89b495f78f478f924e76093b219b1c",2019,"Reporting from the Archives: Better Archival Migration Outcomes with Python and the Google Sheets API","Columbia University Libraries recently embarked on a multi-phase project to migrate nearly 4,000 records describing over 70,000 linear feet of archival material from disparate sources and formats into ArchivesSpace. This paper discusses tools and methods brought to bear in Phase 2 of this project, which required us to look closely at how to integrate a large number of legacy finding aids into the new system and merge descriptive data that had diverged in myriad ways. Using Python, XSLT, and a widely available if underappreciated resource—the Google Sheets API—archival and technical library staff devised ways to efficiently report data from different sources, and present it in an accessible, user-friendly way,. Responses were then fed back into automated data remediation processes to keep the migration project on track and minimize manual intervention. The scripts and processes developed proved very effective, and moreover, show promise well beyond the ArchivesSpace migration. This paper describes the Python/XSLT/Sheets API processes developed and how they opened a path to move beyond CSV-based reporting with flexible, ad-hoc data interfaces easily adaptable to meet a variety of purposes.","W. Hodges,David;Schlottmann,Kevin","Code4Lib","https://journal.code4lib.org/articles/14871","API;Columbia;ArchiveSpace;Python;XSLT;Google Sheets;CSV;migration"
"2caa6f76c330483088bfafd14193204b",2015,"Making User Rights Clear: Adding e-resource License Information in Library Systems","Libraries sign a wide variety of licensing agreements that specify terms of both access and use of a publisher’s electronic collections. Adding easily accessible licensing information to collections helps ensure that library users comply with these agreements. This article will describe the addition of licensing permissions to resource displays using Mondo by Queen’s University and Scholars Portal (a service of the Ontario Council of University Libraries). We will give a brief introduction to Mondo and explain how we improved Mondo to add the license permissions to different library systems. The systems we used are an ILS (Voyager), an OpenURL Link Resolver (360 Link), and a Discovery System (Summon). However, libraries can use Mondo to add the license permissions to other library systems which allow user configurations.","Jing,Jenny;Lin,Qinqin;Sharifi,Ahmedullah;Swartz,Mark","Code4Lib","http://journal.code4lib.org/articles/10724","Queen;Ontario;Mondo;ILS;Voyager;OpenURL;Summon"
"2ceaf66ced2b491fad91bbd223b71e3f",2018,"FAIR Principles for Library, Archive and Museum Collections: A proposal for standards for reusable collections","Many heritage institutions would like their collections to be open and reusable but fail to achieve that situation because of organizational, legal and technological barriers. A set of guidelines and best practices is proposed to facilitate the process of making heritage collections reusable. These guidelines are based on the FAIR Principles for scholarly output (FAIR data principles [2014]), taking into account a number of other recent initiatives for making data findable, accessible, interoperable and reusable. The resulting FAIR Principles for Heritage Library, Archive and Museum Collections focus on three levels: objects, metadata and metadata records. Clarifications and examples of these proposed principles are presented, as well as recommendations for the assessment of current situations and implementations of the principles.","Koster,Lukas;Woutersen-Windhouwer,Saskia","Code4Lib","http://journal.code4lib.org/articles/13427","FAIR;data;guidelines;good practices"
"2d08a0a920764edf82ee3f40786b66cc",2008,"BOOK REVIEW: Two Books about FRBR, Compared","This article reviews 2 books on FRBR published in the past year. Although both books aim to be introductions to FRBR, their approaches are very different. One is sort of a FRBR study guide with commentary, the other a collection of essays. Robert Maxwell's book, FRBR: A Guide for the Perplexed, takes the study guide approach. Arlene Taylor edited Understanding FRBR: What It Is and How It Will Affect Our Retrieval Tools, a book of essays about FRBR and FRAD, written by cataloging experts, aimed at a broader audience, not just the cataloging specialist.The first seven chapters lay out the basics: introductions to FRBR and FRAD, FRBR research, FRBR and the history of cataloging, FRBR and RDA. These chapters provide an excellent introduction for those new to FRBR. The last seven chapters each look at different types of resources in relation to FRBR.","Schwartz,Christine","Code4Lib","http://journal.code4lib.org/articles/138","book review;FRBR"
"2d0a81d7c22843abbcfef38237f3d03f",2019,"Editorial","If you build it, I'll probably come.","Amato,Sara","Code4Lib","https://journal.code4lib.org/articles/14876","editorial"
"2e85a45737de4cf38b4b2ec56fdcfe12",2013,"Determining Usability of VuFind for Users in the United Arab Emirates","In late 2011, the Higher Colleges of Technology, a higher education institution in the United Arab Emirates, implemented Vufind as the search interface for the libraries’ resources. Before launching Vufind in the 2012 academic year, usability testing occurred across three campuses to test the functionality of the search interface features. Twenty-one participants, including Emirati students and expatriate faculty, were tested using a performance based assessment along with think-aloud protocol, which was recorded using Camtasia screen capture software. As a result of the testing several features of Vufind were customized including language, layout and prioritization of results. The current study builds on the limited existing body of literature on Vufind, which has previously indicated a number of design elements and practices which should optimize user experience. Several key findings are consistent with and confirm results from prior studies with findings from this study adding to the literature by observing how or why linguistic orientation affects user behavior in search systems.","Johnston,Nicole;Salaz,Alicia;O'Connell,Rob","Code4Lib","http://journal.code4lib.org/articles/7880","Vufind;Emirates;Camtasia;search"
"2e969b74a8504f1da8c8196d46914821",2018,"Analyzing EZproxy SPU Logs Using Python Data Analysis Tools","Even with the assortment of free and ready-made tools for analyzing EZproxy log files, it can be difficult to get useful, meaningful data from them. Using the Python programming language with its collection of modules created specifically for data analysis can help with this task, and ultimately result in better and more useful data customized to the needs of the library using it. This article describes how Our Lady of the Lake University used Python to analyze its EZproxy log files to get more meaningful data, including a walk-through of the code needed to accomplish this task.","M. Gonzales,Brighid","Code4Lib","https://journal.code4lib.org/articles/13918","Ezproxy;log files;Python;data analysis"
"2f286c1c8d3f4bc18296f2a6721d96c2",2011,"Editorial Introduction: Ride On, Mighty Warriors","I joined the fellowship of the Journal only one year past. In the time since I have helped to caress into sonnets the grunts and mutterings of paladins near and far. But forgive my crude tongue, for I do not wish to offend. You who share your drunken yarns are the font, the wellspring, of all that you see here.","Farrell,Gabriel","Code4Lib","http://journal.code4lib.org/articles/4892","editorial"
"2f2962abcc95474d91e61e51c77ecab6",2015,"Collecting and Describing University-Generated Patents in an Institutional Repository: A Case Study from Rice University","Providing an easy method of browsing a university's patent output can free up valuable research time for faculty, students, and external researchers. This is especially true for Rice University's Fondren Library, a USPTO-designated Patent and Trademark Resource Center that serves an academic community widely recognized for cutting edge science and engineering research. In order to make Rice-generated patents easier to find in the university's community, a team of technical and public services librarians from Fondren Library devised a method to identify, download, and upload patents to the university’s institutional repository, starting with a backlog of over 300. This article discusses the rationale behind the project, its potential benefits, and challenges as new Rice-generated patents are added to the repository on a monthly basis.","Spiro,Linda;Carlson,Scott","Code4Lib","http://journal.code4lib.org/articles/10981","Rice;Patents;trademarks;repository"
"2fa180628a9f49838b27cad6009bc7ae",2021,"Customizing Alma and Primo for Home & Locker Delivery","Like many Ex Libris libraries in Fall 2020, our library at California State University, Northridge (CSUN) was not physically open to the public during the 2020-2021 academic year, but we wanted to continue to support the research and study needs of our over 38,000 university students and 4,000 faculty and staff. This article will explain our Alma and Primo implementation to allow for home mail delivery of physical items, including policy decisions, workflow changes, customization of request forms through labels and delivery skins, customization of Alma letters, a Python solution to add the “home” address type to patron addresses to make it all work, and will include relevant code samples in Python, XSL, CSS, XML, and JSON. In Spring 2021, we will add the on-site locker delivery option in addition to home delivery, and this article will include new system changes made for that option.","L. Hennessey,Christina","Code4Lib","https://journal.code4lib.org/articles/15521","Ex Libris; California;CSUN;Alma;Primo;Python;system;mail delivery"
"2fda1851a6e74808841dda477677aa44",2018,"Getting More out of MARC with Primo: Strategies for Display, Search and Faceting","Going beyond author, title, subject and notes, there are many new (or newly-revitalized) fields and subfields in the MARC 21 format that support more structured data and could be beneficial to users if exposed in a discovery interface. In this article, we describe how the Orbis Cascade Alliance has implemented display, search and faceting for several of these fields and subfields in our Primo discovery interface. We discuss problems and challenges we encountered, both Primo-specific and those that would apply in any search interface.","McGrath,Kelley;Lowery,Lesley","Code4Lib","https://journal.code4lib.org/articles/13600","MARC21;Primo;interface;search"
"30d3842164554a768c14b95b7558ad8a",2020,"Leveraging Google Drive for Digital Library Object Storage","This article will describe a process at the University of Kentucky Libraries for utilizing an unlimited Google Drive for Education account for digital library object storage. For a number of recent digital library projects, we have used Google Drive for both archival file storage and web derivative file storage. As a part of the process, a Google Drive API script is deployed in order to automate the gathering of of Google Drive object identifiers. Also, a custom Omeka plugin was developed to allow for referencing web deliverable files within a web publishing platform via object linking and embedding. For a number of new digital library projects, we have moved toward a small VM approach to digital library management where the VM serves as a web front end but not a storage node. This has necessitated alternative approaches to storing web addressable digital library objects. One option is the use of Google Drive for storing digital objects. An overview of our approach is included in this article as well as links to open source code we adopted and more open source code we produced.","C. Weig,Eric","Code4Lib","https://journal.code4lib.org/articles/15073","API;Google Drive;Omeka;Kentucky"
"3111a8738f9a47f1beea5b2b9402fc27",2014,"HathiTrust Ingest of Locally Managed Content: A Case Study from the University of Illinois at Urbana-Champaign","In March 2013, the University of Illinois at Urbana-Champaign Library adopted a policy to more closely integrate the HathiTrust Digital Library into its own infrastructure for digital collections. Specifically, the Library decided that the HathiTrust Digital Library would serve as a trusted repository for many of the library’s digitized book collections, a strategy that favors relying on HathiTrust over locally managed access solutions whenever this is feasible. This article details the thinking behind this policy, as well as the challenges of its implementation, focusing primarily on technical solutions for “remediating” hundreds of thousands of image files to bring them in line with HathiTrust’s strict specifications for deposit. This involved implementing HTFeed, a Perl 5 application developed at the University of Michigan for packaging content for ingest into Hathi Trust, and its many helper applications (JHOVE to detect metadata problems, Exiftool to detect metadata issues and repair missing image metadata, and Kakadu to create JP2000 files), as well as a file format conversion process using ImageMagick. Today, Illinois has over 1600 locally managed volumes queued for ingest, and has submitted over 2300 publicly available titles to the HathiTrust Digital Library.","R. Rimkus,Kyle;M. Hess,Kirk","Code4Lib","http://journal.code4lib.org/articles/9703","HathiTrust;Perl;JHOVE;metadata;Exiftool;Kakadu;ImageMagick;images"
"3159ca66ccaf48fab18725f7ea6838a9",2008,"Conference Report: Code4LibCon 2008","This article contains three reports relating to Code4LibCon 2008 -- the third annual Code4Lib conference in Portland, Oregon (February 25-28, 2008). The first describes the birth of the conference and introduces the 2008 OSU / Code4Lib scholarship recipients. The latter two parts, written by the scholarship recipients, outline the things they saw and learned at the conference.","Mouw,Deborah;Junus,Ranti;Bean,Carol","Code4Lib","http://journal.code4lib.org/articles/72","reports"
"317331193a1249988c0bd2bd74f0ec96",2009,"Editorial Introduction — Openness","On openness and the Code4Lib Journal.","Darby,Andrew","Code4Lib","http://journal.code4lib.org/articles/2282","editorial"
"31d23bb9036244a58fb0d008bc1b6494",2023,"The viability of using an open source locally hosted AI for creating metadata in digital image collections","Artificial intelligence (AI) can support metadata creation for images by generating descriptions, titles, and keywords for digital collections in libraries. Many AI options are available, ranging from cloud-based corporate software solutions, including Microsoft Azure Custom Vision and Google Cloud Vision, to open-source locally hosted software packages. This case study examines the feasibility of deploying the open-source, locally hosted AI software, Sheeko, and the accuracy of the descriptions generated for images using two of the pre-trained models. The study aims to ascertain if Sheeko’s AI would be a viable solution for producing metadata in the form of descriptions, or titles for digital collections in Libraries and Cultural Resources at the University of Calgary.","Reiche,Ingrid","Code4Lib","https://journal.code4lib.org/articles/17186","artificial intelligence;ai;Microsoft Azure;Custom Vision;Cloud Vision;Sheeko;metadata;descriptions"
"32a9da45e54b47079a3e4b07070a7726",2021,"Adaptive Digital Library Services: Emergency Access Digitization at the University of Illinois at Urbana-Champaign During the COVID-19 Pandemic","This paper describes how the University of Illinois at Urbana-Champaign Library provided access to circulating library materials during the 2020 COVID-19 pandemic. Specifically, it details how the library adapted existing staff roles and digital library infrastructure to offer on-demand digitization of and limited online access to library collection items requested by patrons working in a remote teaching and learning environment. The paper also provides an overview of the technology used, details how dedicated staff with strong local control of technology were able to scale up a university-wide solution, reflects on lessons learned, and analyzes nine months of usage data to shed light on library patrons’ changing needs during the pandemic.","R. Rimkus,Kyle;Dolski,Alex;Emery,Brynlee;Johns,Rachael;Lampron,Patricia;Schlaack,William;Waarala,Angela","Code4Lib","https://journal.code4lib.org/articles/15915","COVID-19;digitization;usage data;pandemic;Urbana-Champaign"
"32f7de31304445acb62bcd8e4f8f2e2e",2018,"Archidora: Integrating Archivematica and Islandora","“Archidora” is shorthand for the publicly available integration between the open source software packages Archivematica and Islandora. Sponsored by the University of Saskatchewan Library, this integration enables the automated ingest into Archivematica of objects created in Islandora. This will allow institutions that use Islandora as a digital asset management system, particularly for digitized material, to take advantage of Archivematica’s standards-based digital preservation functionality, without requiring staff doing digitization to interact with Archivematica. This paper outlines the basic functionality and workflow of archidora; provides an overview of the development process including challenges and lessons learned; and discusses related initiatives and possible future directions for development.","Hutchinson,Tim","Code4Lib","http://journal.code4lib.org/articles/13150","Archidora;Archivematica;Saskatchewan;Islandora"
"3395bb3795734690a19e8e365f8a9639",2022,"Strategies for Preserving Digital Scholarship / Humanities Projects","The Digital Scholarship Unit (DSU) at the University of Toronto Scarborough library frequently partners with faculty for the creation of digital scholarship (DS) projects. However, managing completed projects can be challenging when it is no longer under active development by the original project team, and resources allocated to its ongoing maintenance are scarce. Maintaining inactive projects on the live web bloats staff workloads or is not possible due to limited staff capacity. As technical obsolescence meets a lack of staff capacity, the gradual disappearance of digital scholarship projects forms a gap in the scholarly record. This article discusses the Library DSU’s experimentations with using web archiving technologies to capture and describe digital scholarship projects, with the goal of accessioning the resulting web archives into the Library’s digital collections. In addition to comparing some common technologies used for crawling and replay of archives, this article describes aspects of the technical infrastructure the DSU is building with the goal of making web archives discoverable and playable through the library’s digital collections interface.","Stapelfeldt,Kirsta;Khera,Sukhvir;Ledchumykanthan,Natkeeran;Gomez,Lara;Liu,Erin;Dhaliwal,Sonia","Code4Lib","https://journal.code4lib.org/articles/16370","Scarborough;digital scholarship;interface;discoverability"
"33af746b508746deb8f9560328a1002a",2011,"Using ImageMagick to Automatically Increase Legibility of Scanned Text Documents","The Law Library Digitization Project of the Rutgers University School of Law in Camden, New Jersey, developed a Perl script to use the open-source module PerlMagick to automatically adjust the brightness levels of digitized images from scanned microfiche. This script can be adapted by novice Perl programmers to manipulate large numbers of text and image files using commands available in PerlMagick and ImageMagick.","Belfiore,Doreva","Code4Lib","http://journal.code4lib.org/articles/5385","law;digitization;Rutgers;Perl;PerlMagick;images;microfiche;scripting"
"33d6111611fe40ad84d0d2707805bef2",2016,"Building Bridges with Logs: Collaborative Conversations about Discovery across Library Departments","This article describes the use of discovery system search logs as a vehicle for encouraging constructive conversations across departments in an academic library. The project focused on bringing together systems and teaching librarians to evaluate the results of anonymized patron searches in order to improve communication across departments, as well as to identify opportunities for improvement to the discovery system itself.","Ghaphery,Jimmy;Owens,Emily;Coghill,Donna;Gariepy,Laura;Hodge,Megan;McNulty,Thomas;White,Erin","Code4Lib","http://journal.code4lib.org/articles/11355","search logs;discovery system"
"342ff74b53f042b48b0077cdebd3696e",2008,"The Planets Testbed: Science for Digital Preservation","The preservation of digital objects requires specific software tools or services. These can be characterisation tools that abstract the essential characteristics of a digital object from a file, migration tools that convert digital objects to different formats, or emulation tools that render digital objects in their original context on a new infrastructure.Until recently digital preservation has been characterised by practices and processes that could best be described as more art and craft than science. The Planets Testbed provides a controlled environment where preservation tools can be tested and evaluated, and where experiment results can be empirically compared.This paper presents an overview of the Testbed application, an analysis of the experiment methodology and a description of the Testbed's web service approach.","Ross,Seamus;Nicchiarelli,Eleonora;Lindley,Andrew;Jackson,Andrew;Helwig,Petra;Aitken,Brian","Code4Lib","http://journal.code4lib.org/articles/83","digital preservation;Planets;Testbed"
"350a88e255844eb8bcf7c94d40954ff4",2021,"Enhancing Print Journal Analysis for Shared Print Collections","The Western Regional Storage Trust (WEST), is a distributed shared print journal repository program serving research libraries, college and university libraries, and library consortia in the Western Region of the United States. WEST solicits serial bibliographic records and related holdings biennially, which are evaluated and identified as candidates for shared print archiving using a complex collection analysis process. California Digital Library’s Discovery & Delivery WEST operations team (WEST-Ops) supports the functionality behind this collection analysis process used by WEST program staff (WEST-Staff) and members. For WEST, proposals for shared print archiving have been historically predicated on what is known as an Ulrich’s journal family, which pulls together related serial titles, for example, succeeding and preceding serial titles, their supplements, and foreign language parallel titles. Ulrich’s, while it has been invaluable, proves problematic in several ways, resulting in the approximate omission of half of the journal titles submitted for collection analysis. Part of WEST’s effectiveness in archiving hinges upon its ability to analyze local serials data across its membership as holistically as possible. The process that enables this analysis, and subsequent archiving proposals, is dependent on Ulrich’s journal family, for which ISSN has been traditionally used to match and cluster all related titles within a particular family. As such, the process is limited in that many journals have never been assigned ISSNs, especially older publications, or member bibliographic records may lack an ISSN(s), though the ISSN may exist in an OCLC primary record. Building a mechanism for matching on ISSNs that goes beyond the base set of primary, former, and succeeding titles, expands the number of eligible ISSNs that facilitate Ulrich’s journal family matching. Furthermore, when no matches in Ulrich’s can be made based on ISSN, other types of control numbers within a bibliographic record may be used to match with records that have been previously matched with an Ulrich’s journal family via ISSN, resulting in a significant increase in the number of titles eligible for collection analysis. This paper will discuss problems in Ulrich’s journal family matching, improved functional methodologies developed to address those problems, and potential strategies to improve in serial title clustering in the future.","Jemison,Dana;Liu,Lucy;Striker,Anna;Wohlers,Alison;Jiang,Jing;Dobry,Judy","Code4Lib","https://journal.code4lib.org/articles/15649","repository;WEST;ISSN;Ulrich;clustering"
"3516079513ea42b5a95230ce0bd0503a",2019,"Editorial: New Editors, Diversity, and Representation","Welcoming new editors, new surveys, and thinking about diversity at code4Lib Journal.","Tidal,Junior","Code4Lib","https://journal.code4lib.org/articles/14551","editorial"
"365431ac7db742549055cb97d45510c3",2010,"Using Cloud Services for Library IT Infrastructure","Cloud computing comes in several different forms and this article documents how service, platform, and infrastructure forms of cloud computing have been used to serve library needs. Following an overview of these uses the article discusses the experience of one library in migrating IT infrastructure to a cloud environment and concludes with a model for assessing cloud computing.","Mitchell,Erik","Code4Lib","http://journal.code4lib.org/articles/2510","cloud computing;cloud;ifrastructure"
"36652074c82b4729947e9bcf7e0f321b",2015,"A Novel Open Source Approach to Monitor EZproxy Users’ Activities","This article describes using Elasticsearch/Logstash/Kibana (ELK) to monitor and visualize Ezproxy logs in real time.","Zou,Qing","Code4Lib","http://journal.code4lib.org/articles/10589","Elasticsearch;ELK;Ezproxy;logs;visualization;real time"
"367b7f27328c480d9afa55b41e52f1fc",2008,"Toward element-level interoperability in bibliographic metadata","This paper discusses an approach and set of tools for translating bibliographic metadata from one format to another.A computational model is proposed to formalize the notion of a 'crosswalk'. The translation process separates semantics from syntax, and specifies a crosswalk as machine executable translation files which are focused on assertions of element equivalence and are closely associated with the underlying intellectual analysis of metadata translation.A data model developed by the authors called Morfrom serves as an internal generic metadata format. Translation logic is written in an XML scripting language designed by the authors called the Semantic Equivalence Expression Language (Seel). These techniques have been built into an OCLC software toolkit to manage large and diverse collections of metadata records, called the Crosswalk Web Service.","Childress,Eric;Smith,Devon;Jean Godby,Carol","Code4Lib","http://journal.code4lib.org/articles/54","bibliographic metadata;computational model;crosswalk;XML;Seel;OCLC"
"36c7e5d4fed1479ca06bc4801efa14f4",2022,"Simplifying ARK ID management for persistent access to digital objects","This article will provide a brief overview of considerations made by the UTSC Library in selecting a persistent identifier scheme for digital collections in a mid-sized Canadian library.  ARKs were selected for their early support of digital object management, the low-cost, decentralized capabilities of the ARK system, and the usefulness of ARK URLs during system migration projects.  In the absence of a subscription to a centralized resolver service for ARKs, the UTSC Library Digital Scholarship Unit built an open source PHP-based application for minting, binding, managing, and tracking ARK IDs. This article will introduce the application's architecture and affordances, which may be useful to others in the library community with similar use cases, as well as the approach to using ARKs planned for an Islandora 2.x system.","Huynh, Natkeeran Ledchumykanthan, Kirsta Stapelfeldt, Irfan Rahman,Kyle","Code4Lib","https://journal.code4lib.org/articles/16774","ARK;PHP;architecture;Islandora"
"36cae3d71be94d5a86b9e78595990353",2022,"Citation Needed: Adding Citations to CONTENTdm Records","The Tennessee State Library and Archives and the Illinois State Library identified a need to add citation information to individual image records in OCLC’s CONTENTdm (https://www.oclc.org/en/contentdm.html).Experience with digital archives at both institutions showed that citation information was one of the most requested features. Unfortunately, CONTENTdm does not natively display citation information about image records; to add this functionality, custom JavaScript had to be written that would interact with the underlying React environment and parse out or retrieve the appropriate metadata to dynamically build record citations. Detailed code and a description of methods for building two different models of citation generators are presented.","Randles,Jenn;Bullen,Andrew","Code4Lib","https://journal.code4lib.org/articles/16289","Tennessee;OCLC;CONTENTdm;JavaScript;React;metadata"
"36d73958b34b46c68ca76751ea92458a",2008,"User-Centred Design and Agile Development: Rebuilding the Swedish National Union Catalogue","With a new generation of OPACs emerging that attempt to address longstanding shortcomings, how do we make sure that we do not lose ground again in the future? This article suggests a combination of iterative development and user-centred design as a way to develop systems that will meet the constantly changing expectations of users by providing both functionality and usability. It gives a short introduction to iterative software development and user-centred design. A case study of the development of the new version of LIBRIS (http://libris.kb.se), the Swedish National Union Catalogue, is used as an example of how these methodologies can benefit from each other in practice.","Lindström,Henrik;Malmsten,Martin","Code4Lib","http://journal.code4lib.org/articles/561","agile software development;iterative development;usability;user-centred design"
"36dc79352d314f80bf2e8400836d286d",2010,"A Method for Visualizing Transaction Logs of a Faceted OPAC","The authors introduce a method for visualizing user transaction logs from a library catalog application. Simple visualization supporting intuitive or qualitative analysis to quickly make sense of complicated patterns can be a useful supplement or alternative to more common quantitative analysis. To this end, a visual flowchart is created illustrating an individual user session. This visualization can be used to qualitatively grasp user behavior within the application, possibly as an aid to identifying patterns or clusters of use. These flowcharts are created by automatically pre-processing apache transaction logs into an XML representation of meaningful user actions, which are then converted via JavaScript in a web browser to HTML table based flowcharts. The particular toolkit introduced is named Visualization for Understanding Transaction Logs (VUTL), and is available with an open source license. The toolkit has been prototyped with logs from the catalog applications of several academic and one public library.","Niu,Xi;M. Hemminger,Bradley","Code4Lib","http://journal.code4lib.org/articles/4325","XML;VUTL;JavaScript;visualization;flowchart;logs"
"3724143b1b0f48339c47791728d50131",2019,"Developing Sinopia’s Linked-Data Editor with React and Redux","An important software product for the Linked-Data for Production phase 2 grant from the Mellon foundation was the creation of a linked-data editor that professional cataloging staff would use to create original RDF descriptions of their collections. Using the Bibframe Editor from the Library of Congress as inspiration, the Stanford University Library-based software development team are actively building a React/Redux linked-data editor for use by a cohort of national, academic, and special libraries. A very popular combination for front-end Javascript applications, this article will explain how React and Redux are used with great success in the editor's implementation of a domain-specific-language (DSL) called Profiles containing one or more resource templates that specify an HTML form-based user interface for cataloging using RDF.","Nelson,Jeremy","Code4Lib","https://journal.code4lib.org/articles/14598","RDF;Sinopia;linked data;LOC;JavaScript;DSL"
"3763569572b4486686330a3f5cab429b",2010,"Wrangling Electronic Resources: A Few Good Tools","There are several freely available tools today that fill the needs of librarians tasked with maintaining electronic resources, that assist with tasks such as editing MARC records and maintaining web sites that contain links to electronic resources. This article gives a tour of a few tools the author has found invaluable as an Electronic Resources Librarian.","Klug,Brandy","Code4Lib","http://journal.code4lib.org/articles/2634","MARC;electronic resources"
"3914a94d535b4f1a870866bd5f5f8930",2012,"The Martha Berry Digital Archive Project: A Case Study in Experimental pEDagogy","Using the Martha Berry Digital Archive Project as an exploratory case study, this article discusses experimental methods in digital archive development, describing how and why a small project team is leveraging undergraduate student support, a participatory (crowdsourced) editing model, and free and open source software to digitize and disseminate a large documentary collection.","A. Schlitz,Stephanie;S. Bodine,Garrick","Code4Lib","http://journal.code4lib.org/articles/6823","Martha Berry Digital Archive;project;digital archive"
