type,year,title,author,partof,resources,File,tags,abstract,alias,,,,,,,,,
,2012,"Linking Data, Linking People",Emmanuelle Bermès,"https://swib.org/swib12/slides/Bermes_SWIB12_126.pdf,http://www.scivee.tv/node/55380","SWIB/SWIB2012/Linking Data, Linking People.md","#linked/graph,#graph,#swib/2012,#meaning,#cooperation,#linked-library-graph","Creating a linked graph of open library data means that libraries have to go global. Global beyond the barriers of countries, languages and continents. Global beyond the challenges of formats and software systems. Global beyond the differences of intellectual property rights and licensing traditions. Global beyond the diversity of domains and data models. Library already are global in many ways, and they have been for many years. International cooperation, shared cataloguing strategies, standardization have been promoted in libraries for decades. So what's new with Linked Data ? What does it mean for libraries to change their old cooperation models and embrace the Linked Data movement ? Such a paradigm change requires not only technology and standards, but also cooperation between institutions and people. Community building is also an important aspect of the creation of an international linked library graph.",SWIB,,,,,,,,,,
,2012,Metadata Provenance,"Kai Eckert,Magnus Pfeffer",https://swib.org/swib12/slides/Eckert_SWIB12_137.zip,SWIB/SWIB2012/Metadata Provenance.md,"#swib/2012,#metadata,#provenance,#licenses,#rdf,#enrichment,#PROV","When metadata is distributed, combined, and enriched as Linked Data, the tracking of its provenance becomes a hard issue. Using data encumbered with licenses that require attribution of authorship may eventually become impractible as more and more data sets are aggregated - one of the main motivations for the call to open data under permissive licenses like CC0. Nonetheless, there are important scenarios where keeping track of provenance information becomes a necessity. A typical example is the enrichment of existing data with automatically obtained data, for instance as a result of automatic indexing. Ideally, the origins, conditions, rules and other means of production of every statement are known and can be used to put it into the right context.  
**Part 1 - Metadata Provenance in RDF:** In RDF, the mere representation of provenance - i.e., statements about statements - is challenging. We explore the possibilities, from the unloved reification and other proposed alternative Linked Data practices through to named graphs and recent developments regarding the upcoming next version of RDF.  
**Part 2 - Interoperable Metadata Provenance:** As with metadata itself, common vocabularies and data models are needed to express basic provenance information in an interoperable fashion. We investigate the PROV model that is currently developed by the W3C Provenance Working Group and compare it to Dublin Core as a representative of a flat, descriptive metadata schema.  
We actively encourage participants to present their own use cases and open challenges at this workshop. Please contact the organizers for details.",SWIB,,,,,,,,,,
,2012,"Old Silos, New Silos, No Silos - From Redundancy to Aggregation or Distribution?",Lukas Koster,"https://swib.org/swib12/slides/Koster_SWIB12_112.pdf,http://www.scivee.tv/node/55381","SWIB/SWIB2012/Old Silos, New Silos, No Silos - From Redundancy to Aggregation or Distribution?.md","#silos,#aggregation,#swib/2012","Traditionally library systems/catalogues have been isolated local systems, thereby creating an enormous redundancy in both data and metadata backends and search frontends. Even in shared cataloguing environments the local subsystems are the real production environments. In recent years we have seen two separate developments that claim to solve the redundancy problem: aggregated (meta)data stores and distributed Linked Open Data networks. Examples of aggregation: content aggregators and publishers’ proprietary databases, discovery layer global indexes, Europeana, Worldcat, etc. An earlier form of distribution, federated search/metasearch, is now gradually abandoned. A number of its inherent problems (performance, relevance ranking, network) are solved by aggregation, but others are not. Do the new silos of aggregation with their limited content solve all our problems, or is a completely open global linked networked model better? The pros and cons of both general models and of hybrid, blended options will be considered. We will also discuss the practical conditions, implications and feasibility of the models, looking at licensing, commercial interests, trust, authority, etc. Last but not least: Can and will libraries have a role in the new data universe that is outside their direct control, and what can these roles look like?",SWIB,,,,,,,,,,
,2012,PhD Workshop,"Atif Latif,Timo Borst",SWIB/SWIB2012/PhD Workshop.md,"#swib/2012,#phd,#workshop,#library-linked-data","The Linked Open Data approach provides a framework for the generation, publishing and sharing of information by means of semantic technologies. It plays a vital role in the realization of the Semantic Web at a global scale by publishing and interlinking diverse data sources on the Web. The access to a huge amount of Linked Data presents exciting opportunities for the next generation of Web-based applications, especially with regard to data hosted and provided by libraries. Facing use cases as depicted by the [Library Linked Data Incubator Group](http://www.w3.org/2005/Incubator/lld/XGR-lld-usecase-20111025/), however there is still a need of Linked Data applications and best practice examples. This PhD workshop will provide an excellent opportunity both for the beginner as well as the senior PhD student to present his or her ideas and receive feedback by experienced researchers and other PhD students working in research areas related to Linked Data based infrastructures and applications in libraries.",SWIB,,,,,,,,,,,
,2012,Simple Semantic Enrichment of Scientific Papers in Social Sciences,"Alexander Garcia,Philipp Mayr,Leyla Jael Garcia","https://swib.org/swib12/slides/garcia_SWIB12_111.pdf,http://www.scivee.tv/node/55327",SWIB/SWIB2012/Simple Semantic Enrichment of Scientific Papers in Social Sciences.md,"#scholarly/papers,#scholarly/communication,#ontologies,#nanopublications,#bibliographic/references,#swib/2012,#enrichment,#Annotation-Ontology,#model","In this paper we present a simple methodology for enriching scholarly papers in the social sciences domain. We are making use of existing technology; resulting from our approach we obtain a publication readily available for the Web of Data. Our scenario is that posed by the journal Methods, Data, Analysis (henceforth MDA); an archive of PDF files, rich bibliographic metadata available, a publication workflow mostly based on word files, no navigation tools tailored for this journal, no previous structure in the content of the journal - authors are free to organize the document as they best consider. As there is a pre-existing archive the solution could not simply consider future publications. Our approach is based on the orchestration of various ontologies; for instance, DOCO, BiRO, CiTO, DC, FOAF, and the Annotation Ontology (AO). We are using the AO for structuring the markup of domain specific concepts as well as for nanopublications derived from community-based annotation – focusing on hypothesis, results, etc. The structure of the document is represented by DOCO; in addition, we are also using BiRO and CiTO for bibliographic references and citation typing. Our model facilitates the exploration of content as well as the formulation of semantic queries expressed in SPARQL. In addition, we are also modelling the relationship between the data and the document. External resources relevant for the document are aggregated as part of the end user environment. The workflow for the pre-existing archive of PDFs starts by converting the PDF to RDF; supporting this task we developed a web service for the “fully automated PDF-to-XML” process.",SWIB,,,,,,,,,,
,2012,Statistical Research Data on the Semantic Web,Daniel Bahls,"https://swib.org/swib12/slides/Bahls_SWIB12_120.ppt,http://www.scivee.tv/node/55391",SWIB/SWIB2012/Statistical Research Data on the Semantic Web.md,"#bibliographic/artefacts,#data/repository,#swib/2012,#economics,#SDMX","At present, efforts are being made to pick up research data as bibliographic artefacts for re-use, transparency and citation. In the field of economics, a large amount of research is based on empirical data, which is often combined from several sources such as data centres, affiliated institutes or self-conducted surveys. A good deal of the data used in empirical research is protected or simply cannot be shared with third parties due to data usage rights, partly because some of the providers are commercial. As a consequence, a researcher is often not allowed to upload the entire data set as a whole to any independent data repository. <mark>Thus, we investigate techniques for fine-grained referencing that enable the exact reconstruction of a researcher's data set and suit an environment of distributed data sources with access restrictions and different curatorial versions of data</mark>. As it motivates the application of Semantic Web technologies, we examine the emerging RDF Data Cube Vocabulary which integrates the SDMX standard for a harmonized representation of statistical data. In addition to statistical data resources, empirical research data sets in economics also comprise scripts for data processing. To support transparency to the highest level, we extend the scope of our research and elaborate a generating model, which enables the reproduction of analyses and results for a given scientific publication. All in all, we aim to lay the grounds for machine-processible descriptions of conducted empirical research to enable the automatic reconstruction of individual statistical data sets and reproduction of results. An overview of the work at its latest stage will be presented in this talk.",SWIB,,,,,,,,,,
,2012,Status Quo and Limitations of Library Linked Data,"Asunción Gómez-Pérez,Phillip Cimiano,Daniel Vila-Suero","https://swib.org/swib12/slides/Vila-Suero_SWIB12_106.pdf,http://www.scivee.tv/node/55386",SWIB/SWIB2012/Status Quo and Limitations of Library Linked Data.md,"#limitations,#library/linked/data,#swib/2012,#library-linked-data","In recent years, many libraries, museums and archives have started to release data as Linked Data (LD). The benefits of publishing library data as LD have recently been summarized by the W3C Incubator Group on Linked Library Data (W3C LLD XG). Several national libraries have started to publish metadata as LD. However, a number of limitations still exist which prevent from bringing the Library Linked Data (LLD) paradigm to its full potential:",SWIB,,,,,,,,,,
,2012,The Library Catalogue as Linked Open Data : How to Do It and What to Do with It,"Asgeir Rekkavik,Benjamin Rokseth","https://swib.org/swib12/slides/Rekkavik_SWIB12_110.pdf,http://www.scivee.tv/node/55304",SWIB/SWIB2012/The Library Catalogue as Linked Open Data - How to Do It and What to Do with It.md,"#norway,#frbr,#frbr-clustering,#swib/2012,#authority/file,#APIs,#API,#Oslo","Oslo Public Library has developed an open source toolkit for producing an RDF representation of the library catalogue and its authority files. In addition to plain conversion of MARC bibliographic data into RDF, the current implementation includes SPARQL methods for FRBR clustering of the library collection, as well as enriching catalogue data with external content, such as cover images and book reviews, from various APIs and Linked Open Data sources.
During the first half of 2012, Oslo Public Library has run two simultaneous projects that demonstrate and take advantage of some of the possibilities an enriched RDF representation of the library catalogue might provide. This has resulted in two working open source service prototypes:",SWIB,,,,,,,,,,
,2012,The Library of Congress's Bibliographic Framework Initiative,Kevin Ford,"https://swib.org/swib12/slides/Ford_SWIB12_128.pdf,http://www.scivee.tv/node/55383",SWIB/SWIB2012/The Library of Congress's Bibliographic Framework Initiative.md,"#library-of-congress,#migration,#marc-migration,#swib/2012,#Bibliographic/Framework/Initiative,#MARC","This presentation will provide a general update about the Library of Congress's Bibliographic Framework Initiative, including a short synopsis of its historical import, information about the attractiveness of Linked Data, and details about the work – models, tools, and findings - completed to date about transitioning from a MARC-based environment to a new bibliographic ecology. The general update about the Bibliographic Framework Initiative will include work and progress since the Library's update at the American Library Association Annual Conference in Anaheim in June. The first phase of the Initiative is complete. Among many objectives set for the initial phase, the most relevant outcome is the presentation of a draft model for community appraisal and on which to further build. Because an open process is desirable and expected, the community will already have seen the draft model, but this forum will provide an opportunity to go into greater detail, present the outcomes as a cohesive whole, and explore the ramifications and future directions stemming from the initial stage. Linked Data methods and strategies are proving to provide a very consistent yet flexible means to communicate data, which has always been one of the main aims of the MARC communication formats.",SWIB,,,,,,,,,,
,2012,Towards an Infrastructure for the Synchronisation of Metadata in Libraries,Christoph Böhme,"https://swib.org/swib12/slides/B%C3%B6hme_SWIB12_113.ppt,http://www.scivee.tv/node/55388",SWIB/SWIB2012/Towards an Infrastructure for the Synchronisation of Metadata in Libraries.md,"#synchronisation,#library/metadata,#swib/2012,#metadata","With LOD information is represented in a giant distributed graph. This graph is constantly changing and evolving but to date no infrastructure has been established for continuously propagating and tracking the changes of nodes and edges in this graph. In libraries, metadata is traditionally distributed and synchronised using protocols such as Z39.50, SRU or OAI-MPH to poll individual datasets for changes. While this works well when only a small number of datasets exchanges data infrequently, it does not when synchronisation happens continuously and at the scale of the LOD graph. However, users expect that data is always up-to-date. For example, a search index which includes external information about the latest headlines is expected to contain not only last week’s headlines but also today’s. Constant polling for changes can constitute a major performance issue in such scenarios. In our contribution we discuss different synchronisation patterns for library metadata and the requirements for a synchronisation infrastructure arising from them. Of particular importance in this discussion is the fact that subscribers are not always interested in all changes to a dataset but only in those affecting a small set of selected records. Related to this is the aspect that changes of library metadata most of the time only affect single records but sometimes large updates touch whole data sets producing change sets which can consist of millions of records at a time. A synchronisation system must be able to handle these different sized payloads and help participating systems to cope with large change sets. We review existing solutions and outline a future solution for the library domain.",SWIB,,,,,,,,,,
,2012,Wikidata - the Wikipedia of Linked Open Data,Daniel Kinzler,"https://swib.org/swib12/slides/Kinzler_SWIB12_127.pdf,http://www.scivee.tv/node/55318",SWIB/SWIB2012/Wikidata - the Wikipedia of Linked Open Data.md,"#Wikidata,#swib/2012,#transclusion","Wikidata is a new project by Wikimedia Deutschland with the goal to create a data repository for Wikipedia and the world. It aims to be Wikimedia Commons for data, allowing Wikipedia editors to put factual information like the population of a city in one central database, instead of having to maintain it as text in dozens or hundreds of languages. This presentation gives an overview of the planned software architecture of Wikidata and how it ties in Wikipedia. We want to explain how we are going to address the many technical and conceptual challenges that arise from the complexity and scale of the data. Among other things, we will describe how data records are transcluded between wikis, and how changes are recorded and propagated throughout the system. Another important focus is the data model Wikidata will use to represent the diversity of knowledge throughout the world.",SWIB,,,,,,,,,,
,2013,AgriVIVO: A Global Ontology-Driven RDF Store Based on a Distributed Architecture,"Valeria Pesce,Johannes Keizer,John Fereira",SWIB/SWIB2013/AgriVIVO - A Global Ontology-Driven RDF Store Based on a Distributed Architecture.md,"#agrivoc,#AgriVIVO,#VIVO,#FOAF,#BIBO,#ORCID,#ontology,#rdf,#swib/2013","The proposed talk will describe the rationale behind and the technical implementation of the AgriVIVO store and portal (www.agrivivo.net). AgriVIVO is an RDF-based and ontology-driven global search portal harvesting from distributed directories of experts, organizations and events in the field of agriculture. It is based on the VIVO open source semantic web application initially developed at Cornell University and now adopted by several institutional and cross-institutional research discovery projects in the US and beyond. AgriVIVO builds on the VIVO ontological model - which includes standard ontologies like the geopolitical ontology for locations, the FOAF vocabulary for people and the BIBO ontology for publications, besides the specialized VIVO core ontology - and extends it to better suit the agricultural domain. One of the objectives for this global directory is to provide authoritative data on people and organizations in the agricultural fields: the next steps will focus on disambiguation techniques and the adoption of universal identifiers, especially ORCID, to univocally identify experts and link them to publications, thus laying the ground for authority data on authors. More in details, the talk will cover: the reasons for choosing VIVO over other solutions; the methodology used to extend the VIVO ontology; the workflows and technical solutions adopted for harvesting from different databases; the work done for harmonizing data coming from systems using different semantic organizations; the architecture of the system; URIs, RDF profiles and Linked Data.",SWIB,,,,,,,,,,,
,2013,Analysis of Library Metadata with Metafacture,Christoph Böhme,https://swib.org/swib13/slides/boehme_swib13_131.pdf,SWIB/SWIB2013/Analysis of Library Metadata with Metafacture.md,"#manufacture,#java,#culturegraph,#project,#metadata/transformation,#indexing,#swib/2013","[Metafacture](http://culturegraph.github.io/) is a versatile Java-based open source toolkit for all metadata related tasks. It was developed in the [Culturegraph](http://culturegraph.org/) project. Since then it has become an important part of the software infrastructure at the German National Library. Core applications of Metafacture are metadata transformation, search indexing and statistical analyses of metadata. Despite originating from the library domain, Metafacture is format-agnostic and has successfully been employed in metadata related tasks in other domains.   In this workshop participants will learn how to use Metafacture in order to analyse large datasets. After a short introduction to Metafacture three types of analyses, which are often encountered in day-to-day work at a library, will be presented: counting distinct data values, quantifying relationships between metadata records and joining metadata records. Participants will have the opportunity to perform these analyses themselves and to discuss their approaches. Prior Experience: No programming experience is required. Participants should have a basic understanding of XML. A library background is not necessary as the analyses presented in the workshop are applicable to other areas as well.",SWIB,,,,,,,,,,
,2013,Application of LOD to Enrich the Collection of Digitized Medieval Manuscripts at the University of Valencia,"Jose Manuel Barrueco Cruz,Cristina García Testal",SWIB/SWIB2013/Application of LOD to Enrich the Collection of Digitized Medieval Manuscripts at the University of Valencia.md,"#valencia,#spain,#lod,#manuscripts,#digitization,#swib/2013","In this presentation we describe a use case of consumption and integration of LOD into a productive library application at the University of Valencia (Spain). The library has an important collection of medieval manuscripts and early printed books that is being digitized at the moment. All digital materials are made available open access as part of the institutional repository. A book reader allows the users to navigate following the physical or logical structure of the work, to access its illustrations or to connect with related documents. In order to go a step forward, the aim of the project being described here was to enrich the experience of the reader by providing additional information extracted from LOD data sets. The idea was that the user could get biographical information about the authors, illustrators, copyist… when accessing the digital version of the books. For that purpose an application was developed to link the book viewer with the LOD sources containing related information. The presentation has two parts. Firstly, we do an analysis of the available LOD sets, the criteria used to select the data sources for the project, the problems faced by the consumer when discovering or searching for LOD sets, and finally the sources selected. In the second part, we describe the algorithm of the application that integrates data extracted from different sources into the book reader. As a test the application was applied to a collection of 92 manuscripts. We make an analysis of the available information and the degree of coverage of the data sources in relation to the number of authors available in the repository.",SWIB,,,,,,,,,,,
,2013,Automatic Creation of Mappings between Classification Systems for Bibliographic Data,Magnus Pfeffer,SWIB/SWIB2013/Automatic Creation of Mappings between Classification Systems for Bibliographic Data.md,"#classification,#classification/systems,#CultureGraph,#mappings,#linked/data,#co-occurrence,#clustering,#swib/2013","Classification systems are an important means to provide topic-based access to large collections. Most library collections, however, are often only partially classified and use local or regional classification systems. Traditionally, manually created mappings between classification systems are used to improve this situation. I propose a different approach to automatically create such mappings: To achieve a large base for the mapping algorithm, bibliographic data from diverse sources that contain items classified by the classification systems is aggregated in a single database. Next, a clustering algorithm is used in order to group individual issues and editions of the same work. The basic idea is that for classification purposes, there is no significant difference across editions. Indexing information can thus be consolidated within the clusters, resulting in a higher proportion of dual-indexed entries. The novel step is that instead of individual catalogue entries, the ""work-level"" clusters are used for an instance-based matching: Statistical analysis creates a co-occurrence table of pairs of classes and high co-occurance of a given pair indicating a match between the two classification systems. This information is aggregated into a complete mapping The approach is implemented on an open-source infrastructure which was mainly developed by the German National Library: CultureGraph.org. In ongoing projects, mappings between several classification systems are being produced. The talk will discuss the approach, the implementation issues and the preliminary results as well as the challenges of publishing the created mappings as linked data.",SWIB,,,,,,,,,,,
,2013,BIBFRAME: Libraries Can Lead Linked Data,"Lars G. Svensson,Julia Hauser,Reinhold Heuvelmann",SWIB/SWIB2013/BIBFRAME - Libraries Can Lead Linked Data.md,"#bibframe,#alamw13,#semantic/web,#linked/data,#edm,#schema-org,#swib/2013","""There won't be any Semantic Web that any mortal can understand until librarians help build it! \#bibframe \#alamw13 \#semanticweb \#linkeddata"" (Uche Ogbuji of zepheira.com via twitter, 2013-01-27). As a result of the increasing level of digital interconnection in the information world, the established formats used by libraries for exchanging data are no longer deemed fit for purpose. Therefore the Library of Congress launched the ""Bibliographic Framework Transition Initiative"" (BIBFRAME) in 2011, aimed at developing the existing formats into a durable format. The purpose is to assess the viability of the formats, bearing in mind the opportunities presented by semantic web technologies. As a member of the ""Early Experimenters Group", the German National Library is actively supporting the initiative as part of its efforts to internationalize the German standards. In the first phase of the BIBFRAME project the main objective of the German National Library is to contribute to the BIBFRAME point papers and to glean experience from prototypical conversion of the German National Library data into the BIBFRAME format. A high potential lies in developing the interoperability with communities from outside the library community and also commercial providers, so that applications can re-use and benefit from the valuable data. Therefore, among other points, the compatibility of the BIBFRAME-model with the Europeana Data Model (EDM) and schema.org is examined. The presentation will give an overview of the BIBFRAME initiative," and provide some insights of the steps taken at the German National Library and in the context of the wider community.""",SWIB,,,,,,
,2013,Building a National Ontology Infrastructure,"Matias Frosterus|Matias Mikael Frosterus,Mirja Anttila,Mikko Lappalainen,Susanna Nykyri,Tuomas Palonen,Sini Pessala",SWIB/SWIB2013/Building a National Ontology Infrastructure.md,"#finland,#ONKI,#ontology,#koko,#yso,#ALLSO,#swib/2013","The National Library of Finland, in collaboration with the Ministry of Finance and the Ministry of Education and Culture, has launched a project called ONKI which aims to build a national-level ontology service. ONKI provides a stable, centralized ontology service that allows for the publication of ontologies, searching for them, and provides common ways of utilizing them through various interfaces. The immediate aim is to enable the use of ontologies in the information retrieval systems in, e.g., libraries, museums, archives, governmental bureaus and other public organizations. Through the use of common definitions and URIs for the concepts, the integration between various content becomes simpler. All the code we produce is open source. The other focus of the ONKI project is building and refining the Finnish General Upper Ontology YSO and its Swedish counterpart ALLSO, which have been in use since the early 2000s. Now we wish to evaluate the current state of YSO and whether its hierarchy serves its envisioned usage. To this end we will compare it to similar work done in other countries and also conduct interviews with various user groups. The final vision is to make YSO a national general upper ontology providing the upper level hierarchy as well as concepts that are common to all domains. This is then complemented by various more specific domain ontologies. We have implemented this structure in the form of KOKO, a combination of YSO and fifteen different domain ontologies ranging from agriculture to health to seafaring. This KOKO is already in use in, e.g., various museums as well as in pilot use in the national broadcasting company YLE.",SWIB,,,,,,,,,,,
,2013,"Catmandu - Library Oriented Extract, Transform, Load tools to publish Linked Open Data","Nicolas Steenlant,Patrick Hochstenbach,Najko Jahn",https://swib.org/swib13/slides/jahn_swib13_128.pdf,"SWIB/SWIB2013/Catmandu - Library Oriented Extract, Transform, Load tools to publish Linked Open Data.md","#etl,#catmandu,#marc,#JSON,#ElasticSearch,#swib/2013","Creating any data oriented application the main task is to import data from various sources, map the fields to a common data model and put it all into a database or search engine. In data-warehousing, these processes are called ETL — Extract, Transform, Load. Catmandu provides a suite of Perl modules to ease the import, storage, retrieval, export and transformation of metadata records.  
After a short introduction in the rationales of Catmandu and presentation of sample applications at the Universities of Lund, Ghent and Bielefeld, participants will be guided to transform MARC records to Linked Data.  
The steps include transforming MARC into a JSON model of choice, storing/indexing the model in ElasticSearch, and exporting/mapping the model as Linked Data.  
_Prior experience:_ We will be using a simplified ETL language. Any programming experience is welcome but not required. A brief tutorial on Catmandu programming can be found [here](http://librecat.org/tutorial/).  
_Requirements:_ Laptop with [VirtualBox](https://www.virtualbox.org/) installed. Organisers will prepare a virtualbox image (Linux guest system) beforehand to be worked with during the workshop.",SWIB,,,,,,,,,,
,2013,CouchDB: A Database for the web,Sven-S. Porst,https: //gist.github.com/ssp/7644684,SWIB/SWIB2013/CouchDB - A Database for the web.md,"#couchdb,#javascript,#RDF,#content-negotiation,#swib/2013","[CouchDB](http://couchdb.apache.org/) is a document database with a http interface, versioned documents, [map/reduce](http://en.wikipedia.org/wiki/MapReduce) and replication. With this web native approach, its ability to define additional output formats in JavaScript, and built-in content-negotiation ability, it is a handy technology to use in a linked data context. In this hands-on workshop participants will learn how to get documents into and out of CouchDB, how to analyse and list them in structured ways using map/reduce, and how to use these features in web applications. Special focus will be put on CouchDB’s abilities at supporting http content-negotiation for serving the appropriate output format. Participants will use their knowledge to create their own database and configure it to implement a linked data service with HTML and RDF output for their documents right in CouchDB. Time permitting, we will go on and explore data updating/synchronisation using CouchDB’s replication feature or creating list output for their data (e.g. Beacon files). Prior experience: Participants will need to work with [http](http://en.wikipedia.org/wiki/Http) headers and request methods, JavaScript and [JSON](http://www.json.com/). These will be introduced briefly in the workshop but basic knowledge of these topics is recommended. Requirements: Participants are expected bring their own computer.",SWIB,,,,,,,,,,
,2013,Cross-Lingual Semantic Mapping of Authority Files,"Nadine Steinmetz,Magnus Knuth,Harald Sack",SWIB/SWIB2013/Cross-Lingual Semantic Mapping of Authority Files.md,"#nem,#entity/mapping,#knowledge/base,#dbpedia,#swib/2013","One essential application of the Semantic Web is Named Entity Mapping (NEM). Named Entities within texts are recognized and annotated with corresponding entities from a knowledge base. Due to ambiguity of natural language additional information about the named entities is needed as context in order to enable disambiguation between several possible entity candidates. However, to enable semantic analysis of texts in different languages, the applied knowledge base should also provide multi-lingual labels. Unfortunately, most knowledge bases extracted from existing authority files do not fulfill these requirements. DBpedia represents an entity hub within the Linked Data cloud, where semantic information is provided by Wikipedia article texts, page links and interlanguage links. Authority files and in particular knowledge bases based on these authority files would clearly benefit from properly linking their entities to DBpedia. In this talk, we introduce the research issue of cross-lingual entity mapping and propose new methods how to perform high precision mappings of existing authority files to DBpedia. Based on already existing mappings of authority files, such as e.g. persons, locations, or organizations, this contribution concentrates on the mapping of entities that are not assigned to one of these classes.",SWIB,,,,,,,,,,,
,2013,"Decentralisation, Distribution, Disintegration - towards Linked Data as a First Class Citizen in Libraryland",Martin Malmsten,"SWIB/SWIB2013/Decentralisation, Distribution, Disintegration - towards Linked Data as a First Class Citizen in Libraryland.md","#linked/data,#libris,#catalogue,#lessons/learned,#sweden,#swib/2013","So, you've converted your data and published it as beautiful Linked Data (LD), now what? As early adopters of Linked Data, libraries have an opportunity to reap the benefits, namely to consume and relate to information in this big, networked graph; to change how the library works with information. This begs the question: is your tech and organisation up to the challenge? Can you deal with changes outside your control without resorting to aggregation and shuffling large batches of records every night? Does your boss even care? In (re)building the new LIBRIS catalogue backend and cataloguing interface we chose Linked Data as the primary technology, making for example MARC something that happens on the outside of the system, rather than being an integral part of it. This keynote will focus on the motivation, design and lessons learned while making Linked Data a first class citizen at the National Library of Sweden.",SWIB,,,,,,,,,,,
,2013,Enhancing an OAI-PMH Service Using Linked Data: A Report from the Sheet Music Consortium,Stephen Davison,SWIB/SWIB2013/Enhancing an OAI-PMH Service Using Linked Data - A Report from the Sheet Music Consortium.md,"#music,#mods,#OAI-PMH,#pilot,#swib/2013","The Sheet Music Consortium (http://digital2.library.ucla.edu/sheetmusic/) is a collaboration of universities and other sheet music repositories to publish an online metadata catalog of sheet music in their digital collections. Through utilization of Linked Open Data principles and standards we aim to improve the normalization of the Consortium's metadata, thereby expanding its impact and our ability to share it more widely and effectively both directly with our users and through automated systems. We outline the steps to take the Sheet Music Consortium metadata from its current incarnation as MODS XML files and publish it as linked open data. The Consortium has developed a plan to publish trustworthy data records that are derived from both harvested and user-contributed metadata. First, we identified four metadata elements to target as sources for linked data. These elements are: names of creators, titles of songs, publishers, and subjects. Second, we concluded that despite the high level of attention this metadata has received in its creation and its inclusion in the Consortium, it still is not sufficiently normalized for export to a linked data standard. We will review our strategies for normalizing the metadata values. Third, we will discuss the various methods of employing linked data in the OAI-PMH context, including schema.org and RDF and RDFS. Lastly, we will present the results of a pilot project focusing on publisher information, to take metadata from the Consortium and present it as linked open data. While this case study is focused on sheet music, the methods discussed are generally applicable in the context of harvested metadata.",SWIB,,,,,,,,,,,
,2013,Exposing Institutional Repositories as Linked Data - a Case-Study,"Vitali Peil,Christian Pietsch,Najko Jahn",SWIB/SWIB2013/Exposing Institutional Repositories as Linked Data - a Case-Study.md,"#Bielefeld,#germany,#pub,#OAI-DC,#MODS,#RDF,#VIVO,#swib/2013","An institutional publication data service such as Bielefeld University's PUB (http://pub.uni-bielefeld.de) is a natural starting point for a linked data network. Institutional repositories are no longer restricted to traditional publications. Some repositories have begun to include research data and their metadata. So does PUB. Since research data and publications are related, it is very natural to present this as linked data. By exposing this data and its relationships through standard interfaces, we have opened up PUB to the larger LOD cloud. This will overcome the restrictions of interoperability between repositories. The PUB software is implemented in the open source Perl framework LibreCat/Catmandu (http://github.com/LibreCat). As a first step, we implemented a content negotiation mechanism, a widely used feature in the semantic web. All standard bibliographic formats are supported: OAI-DC, MODS, BibTeX, RIS, and also the JSON and YAML representations of our internal data structure. The RDF representation of the metadata is using the widely used vocabularies BIBO, DCTERMS and FOAF. Future work will involve the linking of the PUB data to external resources, e.g. authority data of the German National Libary, the cross linking to ORCID, Europe PMC or arXiv. Another developing branch will be the interlinking of publications with research data, either contained in our own repository or in an external one. The contextualization of publications and research data in the University's structure will be feasible as soon as the administrative data is published as linked data using VIVO.",SWIB,,,,,,,,,,,
,2013,From Strings to Things: A Linked Open Data API for Library Hackers and Web Developers,"Fabian Steeg,Pascal Christoph",SWIB/SWIB2013/From Strings to Things - A Linked Open Data API for Library Hackers and Web Developers.md,"#LODLAM,#knowledge/graph,#hbz,#LOD,#API,#JSON-LD,#use/cases,#Metafacture,#Elasticsearch,#swib/2013","""Things, not strings"" is a popular slogan pushed by Google in the context of its knowledge graph. The LODLAM community advocates this idea, in particular in the context of authority data. However, if we want users to catalog and search things, not strings, we need to make it easy to go from strings to things. At hbz, we are working on a LOD API in order to allow this for title and authority data - currently for the hbz union catalog (lobid-resources), the German ISIL registry (lobid-organisations), and the German integrated authority file (GND). The API serves JSON-LD over HTTP. JSON-LD is an attempt to make LOD more accessible to web developers who are not familiar with semantic web concepts. Providing a common HTTP API instead of a SPARQL endpoint or RDF dumps serves the same purpose: to make the data and advantages of LOD available to all web developers, and not to semantic web experts only. In this talk, we will present use cases for the API (like an auto-suggest functionality for authority data), and describe our implementation and the technology stack we use: metadata transformation to N-Triples with the Culturegraph Metafacture toolkit, enrichment and conversion of N-Triples to JSON-LD with Hadoop, indexing JSON-LD with Elasticsearch, and building a web API with the Play framework.",SWIB,,,,,,,,,,,
